ZipCode,median_household_income_last_12,Year
94133,50378,2017
94134,57075,2017
94158,68214,2017
94301,135817,2017
94303,73895,2017
94304,101316,2017
94305,60682,2017
94306,112230,2017
94401,72452,2017
94402,109093,2017
94403,89205,2017
94404,112271,2017
94501,69572,2017
94502,113650,2017
94503,83176,2017
94505,102328,2017
94506,166335,2017
94507,150457,2017
94508,66912,2017
94509,55018,2017
94510,90539,2017
94511,30409,2017
94512,95521,2017
94513,87486,2017
94514,70783,2017
94515,56786,2017
94516,85833,2017
94517,124042,2017
94518,71770,2017
94519,70773,2017
94520,46565,2017
94521,79040,2017
94523,79128,2017
94525,76278,2017
94526,121462,2017
94528,153860,2017
94530,83472,2017
94531,93113,2017
94533,57469,2017
94534,97934,2017
94535,56667,2017
94536,84840,2017
94538,81408,2017
94539,138578,2017
94541,54943,2017
94542,84649,2017
94544,61291,2017
94545,67975,2017
94546,72128,2017
94547,94653,2017
94548,61875,2017
94549,132802,2017
94550,101448,2017
94551,93427,2017
94552,134256,2017
94553,73426,2017
94555,108791,2017
94556,123974,2017
94558,69783,2017
94559,58808,2017
94560,81777,2017
94561,77435,2017
94563,157400,2017
94564,80042,2017
94565,55614,2017
94566,118306,2017
94567,56420,2017
94568,111545,2017
94569,91429,2017
94571,57599,2017
94572,65984,2017
94573,59783,2017
94574,79806,2017
94575,,2017
94576,71250,2017
94577,62539,2017
94578,52512,2017
94579,66489,2017
94580,70208,2017
94582,135818,2017
94583,115551,2017
94585,71050,2017
94586,74375,2017
94587,82634,2017
94588,120432,2017
94589,59967,2017
94590,43944,2017
94591,76019,2017
94592,72917,2017
94595,61209,2017
94596,79181,2017
94597,83036,2017
94598,117229,2017
94599,68889,2017
94601,36949,2017
94602,71213,2017
94603,39045,2017
94605,54210,2017
94606,37985,2017
94607,34091,2017
94608,52934,2017
94609,47049,2017
94610,71656,2017
94611,100667,2017
94612,26213,2017
94613,,2017
94618,113523,2017
94619,73938,2017
94621,32628,2017
94702,55581,2017
94703,52000,2017
94704,33066,2017
94705,90645,2017
94706,73330,2017
94707,129688,2017
94708,140863,2017
94709,56670,2017
94710,45125,2017
94720,24010,2017
94801,42636,2017
94803,71626,2017
94804,50346,2017
94805,63507,2017
94806,52354,2017
94850,,2017
94901,70296,2017
94903,82631,2017
94904,98638,2017
94920,138068,2017
94922,29955,2017
94923,74563,2017
94924,65341,2017
94925,106541,2017
94928,56988,2017
94929,153490,2017
94930,99015,2017
94931,64670,2017
94933,74309,2017
94937,52798,2017
94938,90167,2017
94939,91408,2017
94940,35156,2017
94941,105935,2017
94945,82380,2017
94946,128125,2017
94947,81889,2017
94949,81505,2017
94950,-2500,2017
94951,95272,2017
94952,75666,2017
94954,77022,2017
94956,76204,2017
94957,127417,2017
94960,104802,2017
94963,103807,2017
94964,79183,2017
94965,92781,2017
94970,79402,2017
94971,101111,2017
94972,125511,2017
94973,87604,2017
95002,83203,2017
95003,78492,2017
95004,84038,2017
95005,87750,2017
95006,83513,2017
95007,103368,2017
95008,81717,2017
95010,49511,2017
95012,50858,2017
95013,,2017
95014,122600,2017
95017,76250,2017
95018,71555,2017
95019,37107,2017
95020,78428,2017
95023,65278,2017
95030,145833,2017
95032,118713,2017
95033,121563,2017
95035,94608,2017
95037,94510,2017
95039,54457,2017
95041,52045,2017
95043,60500,2017
95045,63750,2017
95046,71928,2017
95050,62921,2017
95051,96065,2017
95053,,2017
95054,115344,2017
95060,64330,2017
95062,60632,2017
95064,50170,2017
95065,79949,2017
95066,108750,2017
95070,153563,2017
95073,70091,2017
95075,77500,2017
95076,54586,2017
95110,65212,2017
95111,61411,2017
95112,48364,2017
95113,46313,2017
95116,48283,2017
95117,64009,2017
95118,84077,2017
95119,113584,2017
95120,145429,2017
95121,82745,2017
95122,55476,2017
95123,83949,2017
95124,104794,2017
95125,89394,2017
95126,67760,2017
95127,66526,2017
95128,61728,2017
95129,102682,2017
95130,95965,2017
95131,104694,2017
95132,91625,2017
95133,73431,2017
95134,101539,2017
95135,111797,2017
95136,85864,2017
95138,139779,2017
95139,90476,2017
95140,58750,2017
95148,106299,2017
95202,14452,2017
95203,38600,2017
95204,45935,2017
95205,31747,2017
95206,46465,2017
95207,39973,2017
95209,73622,2017
95210,41901,2017
95211,,2017
95212,61940,2017
95215,44830,2017
95219,75088,2017
95220,52386,2017
95222,50401,2017
95223,53023,2017
95224,24265,2017
95225,60938,2017
95226,,2017
95227,104583,2017
95228,63289,2017
95230,34667,2017
95231,42128,2017
95232,51838,2017
95233,11731,2017
95234,,2017
95236,69359,2017
95237,41486,2017
95240,40871,2017
95242,68042,2017
95245,60143,2017
95246,46929,2017
95247,51349,2017
95248,22386,2017
95249,37926,2017
95250,,2017
95251,75760,2017
95252,70048,2017
95254,47010,2017
95255,38909,2017
95257,41914,2017
95258,65612,2017
95301,45550,2017
95303,58250,2017
95304,73684,2017
95305,12303,2017
95306,26389,2017
95307,45749,2017
95310,38500,2017
95311,36603,2017
95312,74250,2017
95313,34919,2017
95314,,2017
95315,49704,2017
95316,66324,2017
95317,33636,2017
95318,70272,2017
95319,25516,2017
95320,57143,2017
95321,49369,2017
95322,44758,2017
95323,54688,2017
95324,54014,2017
95325,,2017
95326,54938,2017
95327,35995,2017
95328,36779,2017
95329,78333,2017
95330,64758,2017
95333,39531,2017
95334,45307,2017
95335,75907,2017
95336,56835,2017
95337,65427,2017
95338,49899,2017
95340,47554,2017
95341,32690,2017
95345,29583,2017
95346,49333,2017
95348,43821,2017
95350,45036,2017
95351,31913,2017
95354,37659,2017
95355,56262,2017
95356,62657,2017
95357,54982,2017
95358,49345,2017
95360,47478,2017
95361,65248,2017
95363,59616,2017
95364,,2017
95365,35034,2017
95366,75824,2017
95367,59762,2017
95368,72355,2017
95369,54063,2017
95370,47366,2017
95372,57457,2017
95374,50275,2017
95375,22467,2017
95376,62360,2017
95377,100414,2017
95379,43672,2017
95380,39503,2017
95382,63588,2017
95383,50708,2017
95385,36339,2017
95386,53037,2017
95387,44813,2017
95388,34232,2017
95389,62245,2017
95391,96230,2017
95401,55744,2017
95403,57901,2017
95404,66706,2017
95405,68410,2017
95407,56773,2017
95409,66041,2017
95410,14799,2017
95412,52500,2017
95415,40931,2017
95417,17083,2017
95420,78750,2017
95421,58250,2017
95422,28908,2017
95423,41738,2017
95425,57407,2017
95426,71176,2017
95427,16938,2017
95428,27010,2017
95429,68250,2017
95430,,2017
95431,,2017
95432,34612,2017
95435,,2017
95436,50355,2017
95437,40830,2017
95439,42596,2017
95441,60375,2017
95442,80308,2017
95443,32887,2017
95444,71596,2017
95445,50020,2017
95446,43049,2017
95448,69855,2017
95449,39720,2017
95450,51875,2017
95451,47027,2017
95452,63199,2017
95453,42191,2017
95454,35375,2017
95456,51771,2017
95457,47989,2017
95458,26710,2017
95459,35625,2017
95460,65208,2017
95461,54777,2017
95462,36094,2017
95463,,2017
95464,32674,2017
95465,73295,2017
95466,57857,2017
95467,59081,2017
95468,43889,2017
95469,62917,2017
95470,58600,2017
95471,40435,2017
95472,74576,2017
95476,58212,2017
95482,47274,2017
95485,35393,2017
95486,27344,2017
95488,24032,2017
95490,43485,2017
95492,77745,2017
95493,78906,2017
95494,108542,2017
95497,57227,2017
95501,37598,2017
95503,46670,2017
95511,30188,2017
95514,26307,2017
95519,46923,2017
95521,35151,2017
95524,65000,2017
95525,53750,2017
95526,25750,2017
95527,23875,2017
95528,41875,2017
95531,38427,2017
95536,50745,2017
95537,50298,2017
95540,39161,2017
95542,41978,2017
95543,55653,2017
95545,82639,2017
95546,26818,2017
95547,52917,2017
95548,30927,2017
95549,56136,2017
95550,75491,2017
95551,47569,2017
95552,29625,2017
95553,27269,2017
95554,37868,2017
95555,28036,2017
95556,47419,2017
95558,29653,2017
95559,18542,2017
95560,28357,2017
95562,39240,2017
95563,40441,2017
95564,47361,2017
95565,51953,2017
95567,35288,2017
95568,50833,2017
95569,30750,2017
95570,41402,2017
95571,13824,2017
95573,27411,2017
95585,21890,2017
95587,,2017
95589,48750,2017
95595,32014,2017
95601,52162,2017
95602,61505,2017
95603,57114,2017
95604,,2017
95605,37487,2017
95606,80221,2017
95607,80069,2017
95608,54015,2017
95610,54563,2017
95612,56250,2017
95614,82738,2017
95615,47031,2017
95616,50795,2017
95618,80989,2017
95619,54221,2017
95620,72201,2017
95621,54549,2017
95623,64107,2017
95624,76652,2017
95625,73188,2017
95626,64650,2017
95627,64306,2017
95628,72232,2017
95629,63203,2017
95630,95251,2017
95631,62286,2017
95632,60853,2017
95633,63958,2017
95634,55357,2017
95635,80465,2017
95636,32365,2017
95637,76667,2017
95638,86995,2017
95639,48214,2017
95640,68375,2017
95641,34091,2017
95642,50938,2017
95645,47877,2017
95646,37813,2017
95648,74114,2017
95650,84819,2017
95651,52447,2017
95652,44531,2017
95653,37614,2017
95655,78345,2017
95658,62782,2017
95659,52083,2017
95660,43834,2017
95661,68927,2017
95662,68632,2017
95663,123281,2017
95664,84375,2017
95665,59018,2017
95666,54460,2017
95667,62981,2017
95668,87563,2017
95669,58917,2017
95670,58288,2017
95672,108000,2017
95673,57759,2017
95674,77375,2017
95675,31544,2017
95677,69983,2017
95678,63507,2017
95679,,2017
95680,,2017
95681,67813,2017
95682,78021,2017
95683,98438,2017
95684,48873,2017
95685,54881,2017
95686,39750,2017
95687,72575,2017
95688,81398,2017
95689,75740,2017
95690,59038,2017
95691,60905,2017
95692,64139,2017
95693,93258,2017
95694,64554,2017
95695,57733,2017
95697,28929,2017
95698,68167,2017
95699,21172,2017
95701,64167,2017
95703,81250,2017
95709,63990,2017
95713,66743,2017
95714,51683,2017
95715,60938,2017
95717,61667,2017
95720,47917,2017
95721,,2017
95722,73292,2017
95724,,2017
95726,57753,2017
95728,39211,2017
95735,45417,2017
95736,85655,2017
95742,93347,2017
95746,127637,2017
95747,84706,2017
95757,87795,2017
95758,72276,2017
95762,116109,2017
95765,87694,2017
95776,61367,2017
95811,37244,2017
95814,29393,2017
95815,32557,2017
95816,48156,2017
95817,35798,2017
95818,59042,2017
95819,80328,2017
95820,41609,2017
95821,42488,2017
95822,47627,2017
95823,39611,2017
95824,31058,2017
95825,38630,2017
95826,52500,2017
95827,55565,2017
95828,52205,2017
95829,73843,2017
95830,94605,2017
95831,67008,2017
95832,39554,2017
95833,55486,2017
95834,55280,2017
95835,83862,2017
95837,153462,2017
95838,39918,2017
95841,40127,2017
95842,46803,2017
95843,70849,2017
95864,83245,2017
95901,43513,2017
95903,36836,2017
95910,30139,2017
95912,51406,2017
95914,47446,2017
95915,10550,2017
95916,34479,2017
95917,42532,2017
95918,83906,2017
95919,46184,2017
95920,38421,2017
95922,34265,2017
95923,29792,2017
95925,70472,2017
95926,39266,2017
95928,41783,2017
95930,,2017
95932,50901,2017
95934,35234,2017
95935,54659,2017
95936,-2500,2017
95937,48561,2017
95938,67074,2017
95939,25250,2017
95941,58333,2017
95942,47917,2017
95943,48854,2017
95944,72794,2017
95945,45972,2017
95946,65758,2017
95947,30547,2017
95948,39846,2017
95949,64043,2017
95950,32083,2017
95951,33281,2017
95953,44566,2017
95954,38734,2017
95955,43869,2017
95956,31667,2017
95957,59167,2017
95959,56114,2017
95960,42000,2017
95961,44960,2017
95962,90000,2017
95963,44260,2017
95965,36309,2017
95966,44123,2017
95968,48723,2017
95969,42423,2017
95970,54375,2017
95971,52508,2017
95973,53073,2017
95974,,2017
95975,39436,2017
95977,72778,2017
95978,-2500,2017
95979,31181,2017
95981,43281,2017
95982,67689,2017
95983,26307,2017
95984,126250,2017
95986,,2017
95987,49474,2017
95988,44105,2017
95991,42009,2017
95993,61368,2017
96001,48067,2017
96002,44003,2017
96003,43024,2017
96006,52650,2017
96007,38623,2017
96008,39743,2017
96009,51513,2017
96010,33500,2017
96011,12431,2017
96013,33958,2017
96014,24018,2017
96015,41071,2017
96016,57115,2017
96017,31875,2017
96019,43263,2017
96020,42794,2017
96021,39041,2017
96022,49975,2017
96023,33958,2017
96024,42300,2017
96025,33500,2017
96027,42242,2017
96028,38865,2017
96029,61111,2017
96031,13750,2017
96032,44158,2017
96033,31417,2017
96034,30000,2017
96035,38320,2017
96037,45335,2017
96038,32000,2017
96039,25792,2017
96040,56250,2017
96041,35167,2017
96044,27143,2017
96046,24479,2017
96047,33571,2017
96048,32269,2017
96049,18500,2017
96050,28088,2017
96051,68977,2017
96052,39938,2017
96054,33438,2017
96055,34741,2017
96056,38359,2017
96057,39750,2017
96058,30259,2017
96059,45188,2017
96061,57188,2017
96062,60938,2017
96063,65729,2017
96064,40625,2017
96065,28889,2017
96067,43929,2017
96068,33750,2017
96069,41833,2017
96071,38274,2017
96073,73893,2017
96074,37917,2017
96075,22778,2017
96076,30962,2017
96080,37445,2017
96084,25994,2017
96085,27000,2017
96086,34141,2017
96087,38859,2017
96088,44643,2017
96090,36786,2017
96091,29625,2017
96092,83092,2017
96093,44870,2017
96094,41463,2017
96096,46538,2017
96097,35588,2017
96101,35081,2017
96103,65278,2017
96104,34265,2017
96105,47843,2017
96106,45511,2017
96107,49306,2017
96108,,2017
96109,29522,2017
96110,23125,2017
96111,26983,2017
96112,23250,2017
96113,45644,2017
96114,72426,2017
96115,29318,2017
96116,36107,2017
96117,46528,2017
96118,50536,2017
96119,45833,2017
96120,59821,2017
96121,61250,2017
96122,36803,2017
96123,25000,2017
96124,100466,2017
96125,113750,2017
96126,12120,2017
96128,62700,2017
96129,101071,2017
96130,53549,2017
96132,51250,2017
96133,27591,2017
96134,33813,2017
96135,,2017
96136,78000,2017
96137,50764,2017
96140,61027,2017
96141,69479,2017
96142,62865,2017
96143,42822,2017
96145,71318,2017
96146,68750,2017
96148,73839,2017
96150,46715,2017
96155,,2017
96161,70648,2017
97635,47143,2017
89010,45893,2016
89019,35825,2016
89060,39211,2016
89061,44722,2016
89439,62008,2016
90001,36386,2016
90002,31810,2016
90003,28334,2016
90004,37839,2016
90005,32955,2016
90006,29594,2016
90007,22049,2016
90008,37798,2016
90010,50288,2016
90011,30118,2016
90012,25028,2016
90013,16284,2016
90014,12015,2016
90015,25911,2016
90016,35858,2016
90017,21050,2016
90018,35126,2016
90019,40727,2016
90020,39103,2016
90021,13576,2016
90022,37262,2016
90023,33340,2016
90024,67151,2016
90025,71947,2016
90026,45560,2016
90027,47980,2016
90028,31415,2016
90029,36281,2016
90031,34597,2016
90032,44759,2016
90033,29524,2016
90034,57577,2016
90035,70273,2016
90036,72981,2016
90037,28377,2016
90038,34723,2016
90039,64533,2016
90040,48610,2016
90041,62700,2016
90042,53283,2016
90043,42379,2016
90044,29459,2016
90045,80311,2016
90046,51929,2016
90047,43538,2016
90048,77855,2016
90049,113158,2016
90056,91288,2016
90057,27155,2016
90058,16972,2016
90059,32455,2016
90061,34263,2016
90062,34051,2016
90063,38691,2016
90064,79038,2016
90065,56090,2016
90066,64445,2016
90067,94107,2016
90068,72821,2016
90069,74262,2016
90071,,2016
90073,,2016
90077,184338,2016
90079,,2016
90089,9219,2016
90090,,2016
90094,86579,2016
90095,,2016
90201,38482,2016
90210,129539,2016
90211,74212,2016
90212,78575,2016
90220,42974,2016
90221,43184,2016
90222,42622,2016
90230,68870,2016
90232,70341,2016
90240,69032,2016
90241,57846,2016
90242,56831,2016
90245,88486,2016
90247,41560,2016
90248,58692,2016
90249,57281,2016
90250,47411,2016
90254,102289,2016
90255,37274,2016
90260,51864,2016
90262,43889,2016
90263,,2016
90265,127059,2016
90266,132752,2016
90270,38155,2016
90272,158381,2016
90274,153621,2016
90275,116708,2016
90277,92577,2016
90278,100776,2016
90280,41990,2016
90290,128750,2016
90291,74046,2016
90292,100361,2016
90293,92664,2016
90301,38115,2016
90302,43835,2016
90303,42707,2016
90304,36732,2016
90305,65029,2016
90401,54702,2016
90402,135081,2016
90403,71184,2016
90404,55064,2016
90405,77642,2016
90501,57261,2016
90502,65243,2016
90503,75102,2016
90504,71223,2016
90505,77519,2016
90506,,2016
90601,69857,2016
90602,51789,2016
90603,83821,2016
90604,65109,2016
90605,71592,2016
90606,60381,2016
90620,74804,2016
90621,54607,2016
90623,84218,2016
90630,83360,2016
90631,66985,2016
90638,81692,2016
90640,52206,2016
90650,60090,2016
90660,55676,2016
90670,53694,2016
90680,53774,2016
90701,58534,2016
90703,87522,2016
90704,49142,2016
90706,50244,2016
90710,56565,2016
90712,82337,2016
90713,85131,2016
90715,68120,2016
90716,42770,2016
90717,59856,2016
90720,90000,2016
90723,42831,2016
90731,49226,2016
90732,91979,2016
90740,50648,2016
90742,69617,2016
90743,100357,2016
90744,40792,2016
90745,69330,2016
90746,76692,2016
90747,,2016
90755,70236,2016
90802,45094,2016
90803,70007,2016
90804,43489,2016
90805,44244,2016
90806,41932,2016
90807,68254,2016
90808,93787,2016
90810,51123,2016
90813,30622,2016
90814,54606,2016
90815,88024,2016
90822,,2016
90831,,2016
91001,86357,2016
91006,81660,2016
91007,70455,2016
91008,103490,2016
91010,62563,2016
91011,147481,2016
91016,67787,2016
91020,68898,2016
91024,84487,2016
91030,84914,2016
91040,73260,2016
91042,57922,2016
91046,22656,2016
91101,55305,2016
91103,58287,2016
91104,65458,2016
91105,116687,2016
91106,65424,2016
91107,81294,2016
91108,157535,2016
91201,47850,2016
91202,69265,2016
91203,40853,2016
91204,40050,2016
91205,36741,2016
91206,55364,2016
91207,87634,2016
91208,89663,2016
91210,76250,2016
91214,87249,2016
91301,108357,2016
91302,126958,2016
91303,46599,2016
91304,58423,2016
91306,60506,2016
91307,90785,2016
91311,78646,2016
91316,59522,2016
91320,104644,2016
91321,58130,2016
91324,63369,2016
91325,60033,2016
91326,102602,2016
91330,,2016
91331,49842,2016
91335,53842,2016
91340,51428,2016
91342,61648,2016
91343,53417,2016
91344,77642,2016
91345,62518,2016
91350,99876,2016
91351,74649,2016
91352,48632,2016
91354,104574,2016
91355,86721,2016
91356,69875,2016
91360,91105,2016
91361,103466,2016
91362,108435,2016
91364,98206,2016
91367,80291,2016
91371,,2016
91377,128618,2016
91381,112399,2016
91384,98330,2016
91387,83102,2016
91390,113537,2016
91401,47776,2016
91402,41467,2016
91403,76727,2016
91405,37324,2016
91406,50178,2016
91411,43695,2016
91423,73947,2016
91436,138676,2016
91501,62051,2016
91502,40515,2016
91504,71433,2016
91505,72924,2016
91506,74444,2016
91601,49784,2016
91602,65475,2016
91604,86475,2016
91605,42685,2016
91606,42191,2016
91607,59947,2016
91608,,2016
91701,80310,2016
91702,56190,2016
91706,51963,2016
91708,125515,2016
91709,101905,2016
91710,72705,2016
91711,82623,2016
91722,68267,2016
91723,62823,2016
91724,81585,2016
91730,63151,2016
91731,38551,2016
91732,44961,2016
91733,42191,2016
91737,97731,2016
91739,101071,2016
91740,70673,2016
91741,82831,2016
91744,55920,2016
91745,72601,2016
91746,62602,2016
91748,62495,2016
91750,78455,2016
91752,63551,2016
91754,51164,2016
91755,52458,2016
91759,71667,2016
91761,62191,2016
91762,52565,2016
91763,51016,2016
91764,52115,2016
91765,92627,2016
91766,50873,2016
91767,51336,2016
91768,50670,2016
91770,49477,2016
91773,74351,2016
91775,77352,2016
91776,52109,2016
91780,66750,2016
91784,100759,2016
91786,55964,2016
91789,90637,2016
91790,66459,2016
91791,72578,2016
91792,68682,2016
91801,49996,2016
91803,57480,2016
91901,77064,2016
91902,78187,2016
91905,80375,2016
91906,57917,2016
91910,56510,2016
91911,48386,2016
91913,89737,2016
91914,105462,2016
91915,94812,2016
91916,54929,2016
91917,60385,2016
91931,40662,2016
91932,45480,2016
91934,87628,2016
91935,101336,2016
91941,71528,2016
91942,52752,2016
91945,50512,2016
91948,35179,2016
91950,37072,2016
91962,75737,2016
91963,36393,2016
91977,61656,2016
91978,72579,2016
91980,,2016
92003,77042,2016
92004,41064,2016
92007,87857,2016
92008,62957,2016
92009,101170,2016
92010,87442,2016
92011,96329,2016
92014,126901,2016
92019,75715,2016
92020,49444,2016
92021,52909,2016
92024,88615,2016
92025,45998,2016
92026,58196,2016
92027,56857,2016
92028,66508,2016
92029,75304,2016
92036,65670,2016
92037,96519,2016
92040,65128,2016
92054,51105,2016
92055,47197,2016
92056,70057,2016
92057,70256,2016
92058,49986,2016
92059,92703,2016
92060,76250,2016
92061,51354,2016
92064,94724,2016
92065,77594,2016
92066,41779,2016
92067,148245,2016
92069,53060,2016
92070,51488,2016
92071,69828,2016
92075,84893,2016
92078,58367,2016
92081,60818,2016
92082,77264,2016
92083,48118,2016
92084,52293,2016
92086,38828,2016
92091,96932,2016
92101,52602,2016
92102,39258,2016
92103,58292,2016
92104,46888,2016
92105,35564,2016
92106,82762,2016
92107,60673,2016
92108,63826,2016
92109,63474,2016
92110,56166,2016
92111,56641,2016
92113,28437,2016
92114,54614,2016
92115,43567,2016
92116,51117,2016
92117,64690,2016
92118,93777,2016
92119,70536,2016
92120,79958,2016
92121,102391,2016
92122,72671,2016
92123,69962,2016
92124,76449,2016
92126,81266,2016
92127,117016,2016
92128,89657,2016
92129,106153,2016
92130,124229,2016
92131,127009,2016
92132,,2016
92134,,2016
92135,,2016
92139,61446,2016
92140,,2016
92145,218094,2016
92147,,2016
92154,55085,2016
92155,,2016
92173,36048,2016
92201,43415,2016
92203,76695,2016
92210,110948,2016
92211,62495,2016
92220,38397,2016
92222,,2016
92223,61716,2016
92225,43117,2016
92227,38565,2016
92230,30288,2016
92231,35992,2016
92233,35952,2016
92234,45088,2016
92236,43750,2016
92239,57083,2016
92240,34700,2016
92241,38765,2016
92242,29911,2016
92243,39754,2016
92249,52668,2016
92250,46359,2016
92251,56192,2016
92252,43718,2016
92253,78150,2016
92254,26661,2016
92256,38203,2016
92257,16218,2016
92258,25775,2016
92259,18750,2016
92260,50087,2016
92262,44760,2016
92264,46850,2016
92266,31509,2016
92267,,2016
92268,31645,2016
92270,76261,2016
92273,34432,2016
92274,31296,2016
92275,24871,2016
92276,43508,2016
92277,42544,2016
92278,88889,2016
92280,,2016
92281,28688,2016
92282,40811,2016
92283,23663,2016
92284,43874,2016
92285,22188,2016
92301,41643,2016
92304,,2016
92305,85682,2016
92307,58012,2016
92308,45979,2016
92309,33000,2016
92310,52798,2016
92311,48020,2016
92313,64337,2016
92314,41168,2016
92315,31541,2016
92316,49509,2016
92320,44286,2016
92321,60847,2016
92322,59657,2016
92324,43283,2016
92325,50811,2016
92327,34667,2016
92328,46061,2016
92332,26250,2016
92333,36250,2016
92335,44919,2016
92336,84492,2016
92337,69261,2016
92338,,2016
92339,76136,2016
92341,29000,2016
92342,62938,2016
92344,69508,2016
92345,46793,2016
92346,65156,2016
92347,31188,2016
92352,75593,2016
92354,62620,2016
92356,24821,2016
92358,65982,2016
92359,54620,2016
92363,30840,2016
92364,42750,2016
92365,36822,2016
92368,27049,2016
92371,50763,2016
92372,37988,2016
92373,72693,2016
92374,63658,2016
92376,45860,2016
92377,78777,2016
92378,48889,2016
92382,58304,2016
92384,31429,2016
92385,94286,2016
92386,41783,2016
92389,22188,2016
92391,37601,2016
92392,59547,2016
92394,54530,2016
92395,41041,2016
92397,79628,2016
92398,53718,2016
92399,60779,2016
92401,15047,2016
92404,36300,2016
92405,43756,2016
92407,55706,2016
92408,35462,2016
92410,30538,2016
92411,32508,2016
92501,49694,2016
92503,60347,2016
92504,56402,2016
92505,58758,2016
92506,80378,2016
92507,41807,2016
92508,97132,2016
92509,57039,2016
92518,69438,2016
92530,51619,2016
92532,85639,2016
92536,50401,2016
92539,43438,2016
92543,28346,2016
92544,46292,2016
92545,40748,2016
92548,39530,2016
92549,55495,2016
92551,57364,2016
92553,43730,2016
92555,75098,2016
92557,60901,2016
92561,79809,2016
92562,84359,2016
92563,80033,2016
92567,63021,2016
92570,42603,2016
92571,51870,2016
92582,58765,2016
92583,43014,2016
92584,73422,2016
92585,62679,2016
92586,36092,2016
92587,70629,2016
92590,41449,2016
92591,67731,2016
92592,86043,2016
92595,64326,2016
92596,82554,2016
92602,105587,2016
92603,128466,2016
92604,88242,2016
92606,91777,2016
92610,122694,2016
92612,71544,2016
92614,94442,2016
92617,31750,2016
92618,88823,2016
92620,107841,2016
92624,74223,2016
92625,112727,2016
92626,75674,2016
92627,58445,2016
92629,85068,2016
92630,85419,2016
92637,34789,2016
92646,85551,2016
92647,74579,2016
92648,82858,2016
92649,82859,2016
92651,99893,2016
92653,87131,2016
92655,46893,2016
92656,97807,2016
92657,155579,2016
92660,113054,2016
92661,101324,2016
92662,83929,2016
92663,89927,2016
92672,75392,2016
92673,118183,2016
92675,73373,2016
92676,96429,2016
92677,100480,2016
92678,152250,2016
92679,138826,2016
92683,56725,2016
92688,100388,2016
92691,95389,2016
92692,98022,2016
92694,133000,2016
92701,44846,2016
92703,54581,2016
92704,58186,2016
92705,80048,2016
92706,60574,2016
92707,60447,2016
92708,81250,2016
92780,64824,2016
92782,103802,2016
92801,47348,2016
92802,52289,2016
92804,53080,2016
92805,52557,2016
92806,58116,2016
92807,94165,2016
92808,106892,2016
92821,80023,2016
92823,126154,2016
92831,63653,2016
92832,58443,2016
92833,70388,2016
92835,96250,2016
92840,62558,2016
92841,57790,2016
92843,51966,2016
92844,50595,2016
92845,89768,2016
92860,84691,2016
92861,150918,2016
92865,76781,2016
92866,60376,2016
92867,81277,2016
92868,70888,2016
92869,94545,2016
92870,78923,2016
92879,65460,2016
92880,105788,2016
92881,98848,2016
92882,75408,2016
92883,97460,2016
92886,105448,2016
92887,130449,2016
93001,51108,2016
93003,70866,2016
93004,73863,2016
93010,83163,2016
93012,90264,2016
93013,71702,2016
93015,63844,2016
93021,103214,2016
93022,72031,2016
93023,68051,2016
93030,52346,2016
93033,53755,2016
93035,83512,2016
93036,64563,2016
93040,46375,2016
93041,52275,2016
93042,,2016
93043,,2016
93060,54225,2016
93063,84813,2016
93064,,2016
93065,93898,2016
93066,97163,2016
93067,43533,2016
93101,51021,2016
93103,67845,2016
93105,73673,2016
93108,110519,2016
93109,79908,2016
93110,75090,2016
93111,93810,2016
93117,56719,2016
93201,26350,2016
93202,41584,2016
93203,30204,2016
93204,29183,2016
93205,21789,2016
93206,41154,2016
93207,17411,2016
93208,9604,2016
93210,48232,2016
93212,31452,2016
93215,37132,2016
93218,46607,2016
93219,25293,2016
93220,,2016
93221,48670,2016
93222,44593,2016
93223,32861,2016
93224,51094,2016
93225,55330,2016
93226,44479,2016
93230,53929,2016
93234,23705,2016
93235,36543,2016
93238,59417,2016
93239,37794,2016
93240,24611,2016
93241,34248,2016
93242,45760,2016
93243,60753,2016
93244,46042,2016
93245,55620,2016
93247,35016,2016
93249,31111,2016
93250,35698,2016
93251,57000,2016
93252,32143,2016
93254,44265,2016
93255,37292,2016
93256,27383,2016
93257,39291,2016
93258,28482,2016
93260,23333,2016
93261,29213,2016
93262,,2016
93263,39466,2016
93265,54625,2016
93266,40341,2016
93267,31349,2016
93268,42111,2016
93270,31694,2016
93271,63802,2016
93272,44667,2016
93274,45029,2016
93276,43125,2016
93277,54284,2016
93280,40117,2016
93283,31487,2016
93285,30576,2016
93286,36394,2016
93287,62500,2016
93291,52503,2016
93292,53281,2016
93301,33787,2016
93304,36692,2016
93305,36340,2016
93306,50451,2016
93307,34243,2016
93308,44102,2016
93309,47567,2016
93311,84848,2016
93312,88350,2016
93313,60393,2016
93314,94751,2016
93401,54305,2016
93402,57734,2016
93405,37643,2016
93410,,2016
93420,67629,2016
93422,68934,2016
93424,65398,2016
93426,62391,2016
93427,66727,2016
93428,75106,2016
93429,38750,2016
93430,58043,2016
93432,58193,2016
93433,47841,2016
93434,44407,2016
93436,52864,2016
93437,56139,2016
93440,72083,2016
93441,76563,2016
93442,52850,2016
93444,62470,2016
93445,36984,2016
93446,60853,2016
93449,65682,2016
93450,50272,2016
93451,59375,2016
93452,44063,2016
93453,42885,2016
93454,51257,2016
93455,69453,2016
93458,47332,2016
